,CLASS_NAME,num,x,y,B1,B2,B4,B7,B10,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B27,B30,B32
3638,luodi,9282,371461.9629,2384276.213,1183,1128,931,1191,1199,987,953,953,1090,1251,1637,1790,1805,1840,1839,1879,1489,636,1850
3639,luodi,9284,371463.9075,2384284.071,1207,1121,1008,1201,1172,1022,1032,904,1126,1418,1985,2086,2081,2141,2133,2230,1692,748,2691
3640,luodi,9285,371463.9075,2384285.857,1207,1121,1008,1201,1172,1022,1032,904,1126,1418,1985,2086,2081,2141,2133,2230,1692,748,2691
3641,luodi,9290,371462.0025,2384292.088,1158,1132,901,1189,1168,1043,965,938,1126,1314,1834,1945,1990,2007,2012,2162,1662,755,2573
3642,luodi,9292,371869.9882,2383748.143,1159,1057,840,1107,1108,715,632,644,1094,1652,2983,2914,2892,3051,3260,3246,3153,5242,5519
3643,luodi,9293,371874.0628,2383732.215,1014,1045,745,1079,1142,868,820,807,1117,1617,2850,2874,3027,3157,3399,3693,3537,5422,5116
3644,luodi,9294,371876.0207,2383736.184,1012,1047,754,1066,1105,745,698,735,1141,1602,2810,2925,3001,3157,3328,3556,3470,5402,5142
3645,luodi,9296,371876.0736,2383740.364,1012,1047,754,1066,1105,745,698,735,1141,1602,2810,2925,3001,3157,3328,3556,3470,5402,5142
3646,luodi,9297,371876.1266,2383742.111,1012,1047,754,1066,1105,745,698,735,1141,1602,2810,2925,3001,3157,3328,3556,3470,5402,5142
3647,luodi,9299,371858.1349,2383734.279,1019,965,799,1087,1107,695,660,647,1054,1575,3002,2862,2854,3047,3288,3451,3228,5324,5921
3648,luodi,9300,371858.1349,2383736.078,1019,965,799,1087,1107,695,660,647,1054,1575,3002,2862,2854,3047,3288,3451,3228,5324,5921
3649,luodi,9301,371858.1349,2383737.93,1019,965,799,1087,1107,695,660,647,1054,1575,3002,2862,2854,3047,3288,3451,3228,5324,5921
3650,luodi,9302,371859.9869,2383742.111,1019,965,799,1087,1107,695,660,647,1054,1575,3002,2862,2854,3047,3288,3451,3228,5324,5921
3651,luodi,9303,371862.1036,2383746.132,1148,959,826,1099,1117,681,600,589,1056,1613,3154,3012,2953,3118,3350,3355,3102,5069,5962
3652,luodi,9304,371860.5161,2383745.974,1148,959,826,1099,1117,681,600,589,1056,1613,3154,3012,2953,3118,3350,3355,3102,5069,5962
3653,luodi,9306,371870.3057,2383734.385,1102,1009,769,1106,1141,739,691,734,1090,1597,2788,2716,2783,2949,3163,3359,3328,5320,5304
3654,luodi,9307,371870.3586,2383736.343,1102,1009,769,1106,1141,739,691,734,1090,1597,2788,2716,2783,2949,3163,3359,3328,5320,5304
3655,luodi,9309,371870.0411,2383740.311,1102,1009,769,1106,1141,739,691,734,1090,1597,2788,2716,2783,2949,3163,3359,3328,5320,5304
3656,luodi,9310,371867.9245,2383740.153,1102,1009,769,1106,1141,739,691,734,1090,1597,2788,2716,2783,2949,3163,3359,3328,5320,5304
3657,luodi,9311,371869.9882,2383742.322,1102,1009,769,1106,1141,739,691,734,1090,1597,2788,2716,2783,2949,3163,3359,3328,5320,5304
3658,luodi,9313,371868.4536,2383744.069,1159,1057,840,1107,1108,715,632,644,1094,1652,2983,2914,2892,3051,3260,3246,3153,5242,5519
3659,luodi,9314,371870.4645,2383746.079,1159,1057,840,1107,1108,715,632,644,1094,1652,2983,2914,2892,3051,3260,3246,3153,5242,5519
3660,mulan,40,375400.3853,2382077.343,1528,1320,1405,1441,1754,1907,1707,1675,2039,2451,3725,3806,3663,3977,4056,4316,3595,4964,5791
3661,mulan,41,375402.8853,2382072.343,1597,1461,1588,1730,2042,1525,1335,1322,1624,2135,3717,3725,3635,3890,3925,3996,3061,3064,6067
3662,mulan,42,375405.3853,2382066.843,1597,1461,1588,1730,2042,1525,1335,1322,1624,2135,3717,3725,3635,3890,3925,3996,3061,3064,6067
3663,mulan,43,375395.3853,2382064.343,1530,1406,1528,1615,1972,1882,1739,1659,1971,2441,3792,3837,3763,4110,4125,4345,3481,4450,5770
3664,mulan,44,375409.3853,2382061.343,1496,1394,1500,1720,2048,1303,1191,1085,1476,2082,3805,3728,3662,3841,3928,3900,2829,2691,5897
3665,mulan,45,375397.8853,2382059.843,1615,1530,1671,1832,2217,1692,1617,1452,1761,2329,3834,3908,3863,4092,4169,4298,3304,4121,5999
3666,mulan,46,375416.3853,2382058.343,1341,1246,1278,1525,1727,1051,911,894,1276,1745,3486,3335,3355,3526,3551,3407,2429,1521,5655
3667,mulan,47,375405.8853,2382057.843,1496,1394,1500,1720,2048,1303,1191,1085,1476,2082,3805,3728,3662,3841,3928,3900,2829,2691,5897
3668,mulan,50,375374.3853,2382038.343,1771,1537,1626,1961,2348,1863,1837,1684,1902,2297,3910,4221,4178,4422,4582,4889,3958,6075,7614
3669,mulan,51,375376.8853,2382033.343,1737,1538,1620,1957,2284,1496,1435,1288,1599,2110,4028,4423,4300,4521,4745,4803,3735,5967,7130
3670,mulan,53,375363.3853,2382031.343,1673,1488,1536,1845,2182,1842,1714,1588,1792,2224,4008,4204,4128,4429,4685,4845,3903,6235,7680
3671,mulan,55,375378.3853,2382024.343,1737,1538,1620,1957,2284,1496,1435,1288,1599,2110,4028,4423,4300,4521,4745,4803,3735,5967,7130
3672,mulan,56,375385.8853,2382022.343,1397,1279,1293,1616,1750,1019,915,897,1355,1902,3874,4276,4063,4205,4408,4211,3612,5512,5730
3673,mulan,57,375371.3853,2382021.343,1691,1511,1555,1828,2217,1460,1379,1265,1583,2037,4024,4260,4099,4403,4547,4634,3868,6351,7652
3674,mulan,58,375338.3853,2382004.343,1672,1440,1651,1845,2218,2179,2020,1872,2079,2569,3942,3836,3879,4323,4266,4710,4130,6805,7703
3675,mulan,60,375373.3853,2381980.843,935,1030,1000,1254,1259,888,813,865,1385,2014,3730,4016,4000,4341,4430,4576,3605,4374,5832
3676,mulan,61,375321.3853,2381976.843,1931,1720,2086,2465,2795,2185,2044,1834,2131,2672,4433,4347,4255,4563,4760,4935,4303,7360,7906
3677,mulan,62,375349.3853,2381964.843,1105,1107,1077,1326,1462,911,887,831,1400,2040,4148,4448,4193,4605,4727,5009,4011,6113,7421
3678,mulan,63,375289.3853,2381931.343,1432,1355,1393,1562,1892,1711,1598,1484,1768,2241,3610,3725,3703,4107,4292,4224,3567,5245,6240
3679,mulan,65,375269.8853,2381929.343,1605,1293,1288,1563,1804,1434,1440,1380,1819,2015,3044,3187,3350,3914,4056,4217,3307,4328,5054
3680,mulan,66,375276.8853,2381926.843,1477,1333,1298,1532,1898,1575,1588,1499,1825,2177,3443,3563,3592,4190,4297,4350,3426,4976,5717
3681,mulan,67,375302.8853,2381926.343,1690,1426,1532,1745,2088,1731,1641,1521,1740,2258,3878,4063,3962,4316,4530,4519,3857,5750,6488
3682,mulan,68,375262.8853,2381923.843,1411,1200,1209,1448,1636,1558,1474,1358,1718,2103,3605,3729,3711,3962,4043,3962,3066,4305,5094
3683,mulan,69,375255.3853,2381922.343,1397,1220,1216,1486,1717,1476,1350,1372,1753,2062,3282,3492,3464,3726,3939,4011,3031,4105,5139
3684,mulan,70,375248.3853,2381918.343,1402,1283,1342,1652,1959,1549,1478,1461,1828,2119,3029,3214,3284,3546,3844,3989,3153,4295,5471
3685,mulan,72,375251.8853,2381913.343,1368,1287,1403,1704,1937,1587,1509,1396,1745,2162,3446,3540,3460,3612,3825,3746,3087,4707,6274
3686,mulan,74,375224.8853,2381904.843,1451,1280,1287,1733,1960,1379,1280,1242,1700,2119,3034,3092,3197,3556,3841,4049,3314,4743,5683
3687,mulan,78,375327.3853,2381890.843,968,1047,898,1186,1187,747,668,666,1144,1736,3635,3870,3804,4073,4110,3973,2986,3244,5873
3688,mulan,79,375167.8853,2381887.843,1543,1355,1448,1692,1985,1184,1078,1009,1487,2052,3807,4014,4027,4340,4556,4564,3636,5540,6795
3689,mulan,82,375329.3853,2381880.843,909,990,815,1151,1154,742,681,702,1116,1701,3405,3508,3485,3687,3708,3602,2749,2922,5721
3690,mulan,83,375116.8853,2381880.343,1478,1403,1479,1831,1990,1339,1293,1172,1528,2022,3485,3758,3714,3975,4214,4539,3747,5440,6072
3691,mulan,84,375123.8853,2381870.343,1334,1272,1245,1627,1694,904,797,856,1311,1914,3679,4025,4034,4323,4370,4460,3575,5543,6056
3692,mulan,85,375319.8853,2381861.843,916,995,933,1132,1084,772,728,724,1148,1532,2977,3108,3251,3400,3519,3519,2936,3661,4869
3693,mulan,86,375329.8853,2381849.843,973,1064,987,1193,1159,816,713,763,1103,1479,2810,2907,2975,3001,3255,3230,2616,2014,4514
3694,mulan,87,375170.3853,2381833.843,981,950,933,1150,1159,772,733,720,1168,1780,3697,4053,4060,4429,4695,4968,4411,7113,7171
3695,mulan,88,375153.8853,2381830.343,908,932,887,1130,1126,759,694,681,1129,1725,3603,3918,3913,4378,4650,4972,4478,7254,7123
3696,mulan,91,375147.8853,2381819.343,1040,898,700,1061,1051,682,594,645,1022,1672,3561,4020,3987,4323,4598,4769,4222,6639,7450
3697,mulan,92,375172.3853,2381814.843,970,926,911,1127,1157,761,668,705,1272,1866,4038,4392,4365,4555,4767,4985,4258,6599,7590
3698,mulan,94,375163.8853,2381805.843,937,915,826,1093,1126,653,589,631,1152,1966,4198,4647,4566,4908,5019,5164,4258,6852,7742
3699,mulan,95,375154.3853,2381805.343,895,949,811,1032,1038,639,569,613,1123,1815,4053,4430,4407,4789,4974,5006,4209,6525,7003
3700,mulan,96,375213.8853,2381804.343,1044,1001,967,1093,1143,847,759,780,1154,1738,3642,3956,3816,4282,4386,4581,3982,6335,6740
3701,mulan,97,375177.3853,2381803.843,939,812,808,1210,1145,636,538,632,1232,1953,4305,4751,4577,4725,4843,4932,4180,7187,8763
3702,mulan,98,375213.8853,2381790.343,1070,1065,1029,1226,1262,809,737,775,1283,1934,4157,4267,4198,4501,4604,4819,4077,6619,7738
3703,mulan,99,375204.3853,2381783.343,1121,976,996,1217,1247,807,763,773,1229,1994,4102,4358,4229,4525,4711,5004,4309,6973,8184
3704,mulan,100,375214.3853,2381780.343,1040,1005,1001,1265,1278,776,734,735,1261,1990,4130,4299,4244,4452,4567,4908,4166,6776,8014
3705,mulan,102,375210.8853,2381767.843,1112,903,988,1257,1254,795,738,749,1270,2048,4151,4356,4296,4590,4779,4999,4277,6869,8154
3706,mulan,103,375200.3853,2381764.843,1097,931,908,1226,1200,777,718,754,1265,1964,4138,4294,4260,4618,4779,5046,4305,6961,8310
3707,mulan,104,375216.3853,2381758.343,989,887,951,1268,1215,725,697,739,1269,1963,4134,4229,4281,4500,4628,4790,4169,6684,7992
3708,mulan,105,375205.8853,2381756.343,1091,982,962,1261,1228,754,706,759,1263,2054,4217,4417,4433,4681,4893,4944,4243,6866,7948
3709,mulan,106,375200.3853,2381750.843,1035,980,863,1229,1229,692,673,692,1206,1945,4188,4507,4408,4650,4819,4951,4315,6991,7074
3710,mulan,316,375407.902,2382009.55,1112,1069,933,1261,1227,971,926,920,1319,1729,3156,3234,3324,3376,3455,3727,2828,2060,5718
3711,mulan,318,375405.6795,2381989.388,1149,1092,1039,1251,1306,930,860,834,1334,1748,3509,3567,3644,3542,3797,3534,2438,1344,5411
3712,mulan,320,375317.6965,2381941.172,1662,1443,1676,1970,2324,1662,1574,1398,1794,2373,4158,4157,4047,4475,4712,4842,4110,6305,6852
3713,mulan,321,375330.9257,2381907.2,1187,1107,1084,1378,1425,813,717,778,1253,1862,3880,4098,3961,4289,4437,4538,3554,5113,6360
3714,mulan,322,375273.0242,2381822.173,876,980,703,1022,1019,694,666,650,1115,1608,3503,3503,3629,3727,3874,4064,3458,5166,6132
3715,mulan,324,375285.4861,2381765.38,956,997,944,1230,1140,768,730,739,1220,1748,3372,3515,3499,3712,3905,4019,3436,4899,5008
3716,mulan,327,375171.6815,2381753.282,971,999,806,1130,1104,673,655,648,1153,1669,3874,3999,4001,4258,4394,4608,4131,6599,7830
3717,mulan,328,375179.5132,2381771.591,940,891,767,1147,1122,669,605,681,1223,1911,4019,4290,3990,4436,4580,4728,4254,6946,8603
3718,mulan,329,375163.176,2381834.73,897,980,911,1185,1178,809,749,727,1196,1620,3448,3707,3733,4066,4263,4661,4243,7174,7219
3719,mulan,330,375154.6829,2381793.931,911,852,785,1052,1048,609,562,594,1126,1836,4023,4400,4397,4680,4776,4779,4027,6544,7125
3720,mulan,331,375159.6041,2381881.847,1410,1270,1290,1509,1743,914,852,802,1401,1958,3906,4123,4087,4240,4400,4376,3521,5890,7086
3721,mulan,334,375189.2309,2381661.912,828,934,801,1113,1136,619,557,579,1174,1853,4439,4756,4544,4884,5013,5174,4096,6288,6752
3722,mulan,335,375177.9596,2381646.195,940,951,844,1146,1134,648,633,624,1198,1953,4324,4662,4539,4815,5000,5073,4341,6747,7301
3723,mulan,336,375180.4996,2381633.337,1097,993,838,1169,1137,716,673,666,1218,1815,4205,4521,4497,4684,4887,4960,4219,6463,7128
3724,mulan,337,375160.259,2381610.635,1117,1021,962,1214,1216,751,674,724,1296,1990,4210,4472,4350,4707,4933,5403,4613,7291,8160
3725,mulan,338,375132.0583,2381663.354,906,909,849,1146,1122,695,640,659,1159,1771,3557,3871,3824,3973,4200,4265,3764,5990,6751
3726,mulan,709,370808.2767,2386266.658,1099,980,794,1081,1069,559,550,552,1064,1612,3106,3268,3294,3644,3747,3957,3391,5529,5369
3727,mulan,710,370844.1658,2386269.926,1212,1106,801,1113,1048,668,602,662,1161,1655,3046,3144,3043,3340,3420,3624,3140,5089,5239
3728,mulan,711,370828.912,2386258.18,1156,1049,776,1089,1037,598,579,634,1122,1726,3067,3334,3242,3518,3653,3824,3188,5213,5603
3729,mulan,712,370834.3802,2386246.997,1151,1084,826,1094,1109,639,602,629,1179,1704,3105,3258,3110,3423,3527,3664,3081,4795,5349
3730,mulan,714,370844.6577,2386242.243,1117,1029,808,1140,1114,647,660,684,1179,1675,3034,3126,3074,3331,3444,3542,2952,4637,5192
3731,mulan,715,370812.1658,2386232.426,1058,1048,644,1105,1028,539,519,578,1118,1815,3253,3380,3231,3524,3673,3827,3101,5170,5251
3732,mulan,720,370824.1658,2386226.926,1046,1037,729,1120,1063,592,589,639,1150,1713,3166,3293,3185,3425,3600,3712,3021,4961,5251
3733,mulan,721,370815.1658,2386222.426,948,980,619,1110,983,568,488,589,1152,1742,3186,3306,3189,3489,3579,3672,3061,4864,5128
3734,mulan,722,370800.6658,2386221.426,1191,962,652,1082,1028,496,483,534,1106,1697,3303,3476,3411,3673,3838,3839,3207,5310,5774
3735,mulan,723,370811.1658,2386214.926,1038,995,616,1074,998,525,492,556,1138,1743,3259,3439,3331,3630,3764,3779,3107,5542,5589
3736,mulan,725,370801.6658,2386213.926,1191,962,652,1082,1028,496,483,534,1106,1697,3303,3476,3411,3673,3838,3839,3207,5310,5774
3737,mulan,727,370816.1658,2386197.426,1105,1044,715,1099,1058,630,535,614,1133,1710,3089,3209,3093,3423,3466,3547,2962,5298,5515
3738,mulan,729,370884.2028,2385922.471,1032,1004,722,1008,946,481,449,478,943,1548,3215,3490,3553,3968,4183,4219,3795,6952,6130
3739,mulan,731,370882.1658,2385913.926,1032,1004,722,1008,946,481,449,478,943,1548,3215,3490,3553,3968,4183,4219,3795,6952,6130
3740,mulan,732,370908.1658,2385913.926,1058,932,667,1023,999,511,483,479,973,1572,3138,3411,3441,3789,4014,4017,3640,6370,5756
3741,mulan,733,370864.1658,2385906.426,1038,978,713,1084,1034,526,445,482,943,1579,3335,3588,3641,3886,4091,4317,3730,7401,6463
3742,mulan,734,370876.1658,2385904.426,1037,1017,703,1064,1021,460,407,503,951,1550,3443,3656,3634,4035,4183,4311,3888,6983,6723
3743,mulan,737,370872.3059,2385896.749,1097,1013,700,1033,989,442,404,500,975,1596,3440,3668,3646,4083,4161,4392,3799,6991,6519
3744,mulan,738,370896.1658,2385892.426,1023,990,686,1016,886,466,420,471,954,1580,3450,3742,3758,4053,4209,4234,3723,6681,6764
3745,mulan,739,370920.4595,2385890.815,990,922,668,1019,925,518,492,482,959,1619,3252,3578,3581,3833,3989,4004,3399,6242,6054
3746,mulan,740,370861.1658,2385888.926,1114,1025,666,1043,1023,531,486,433,969,1589,3165,3322,3402,3709,3871,4097,3687,7113,6332
3747,mulan,741,370906.1658,2385888.426,904,945,719,1023,926,489,468,513,960,1622,3366,3663,3675,3951,4078,4133,3584,6417,6636
3748,mulan,742,370911.1658,2385880.426,912,999,723,1004,893,444,460,523,926,1637,3372,3637,3667,3844,4017,4050,3524,6557,6425
3749,mulan,744,370880.6658,2385868.426,1129,1041,625,989,940,452,438,511,927,1544,3475,3651,3788,4060,4332,4489,3784,6863,6529
3750,mulan,745,370896.6658,2385861.426,964,996,699,1013,849,468,454,502,975,1616,3358,3619,3580,3889,4093,4200,3624,6584,6570
3751,mulan,746,370922.1658,2385858.926,1003,938,597,1037,984,504,478,504,985,1568,3212,3293,3264,3561,3757,3955,3497,6436,6253
3752,mulan,747,370960.1658,2385850.926,995,1032,689,1048,1002,596,528,583,1071,1667,2944,3078,3061,3287,3417,3484,3132,5351,5278
3753,mulan,748,370892.1658,2385845.926,1129,988,711,1022,857,494,449,508,980,1542,3343,3618,3562,3963,4094,4241,3600,6838,6594
3754,mulan,749,370890.4595,2385834.735,968,965,607,1012,892,454,449,489,969,1611,3461,3742,3714,4051,4060,4117,3537,6577,6557
3755,mulan,750,370870.6658,2385834.926,1072,945,670,1023,932,478,444,456,936,1559,3269,3624,3608,3947,4050,4117,3491,6227,6590
3756,mulan,751,370916.1658,2385831.426,1045,1044,681,1041,934,523,504,548,997,1624,3241,3531,3471,3779,4014,4140,3689,6766,6216
3757,mulan,753,370899.6658,2385828.926,1004,989,650,1026,939,493,457,517,973,1570,3403,3593,3596,3800,3967,4052,3527,6513,6332
3758,mulan,765,370946.1658,2385818.926,985,1095,650,1060,1055,568,514,521,1091,1629,3099,3373,3340,3640,3860,4007,3529,6009,5387
3759,mulan,771,370890.6658,2385814.426,970,984,615,1036,1005,481,441,476,977,1596,3312,3570,3468,3797,3888,3973,3416,6523,6507
3760,mulan,776,370946.1658,2385806.426,1112,1024,665,1057,1072,569,504,539,1019,1652,3183,3426,3449,3706,3964,4027,3584,6047,6063
3761,mulan,779,370886.4833,2385802.617,1009,1011,628,1026,939,478,463,502,953,1507,3131,3361,3181,3429,3566,3785,3548,6933,6288
3762,mulan,793,370918.023,2385794.72,1028,895,681,1038,1013,515,455,543,992,1584,3305,3496,3494,3873,3947,4032,3639,7089,6525
3763,mulan,794,370945.1658,2385793.426,1184,979,661,1079,983,513,497,540,987,1626,3284,3410,3512,3733,3874,4021,3540,6472,5968
3764,mulan,858,371071.1658,2385759.426,939,1000,671,1035,1018,516,512,574,1012,1555,3442,3870,3865,4193,4442,4504,3810,7097,6589
3765,mulan,887,370910.6658,2385745.426,1060,913,713,1027,995,538,470,532,977,1640,3380,3623,3663,3939,4086,4333,3785,7058,6348
3766,mulan,891,371109.6658,2385744.426,1116,1088,746,1093,1048,568,540,538,989,1571,3344,3650,3617,3981,4145,4153,3487,6082,5225
3767,mulan,900,371094.1658,2385741.926,1172,1074,657,1061,1021,524,451,560,1002,1608,3512,3735,3683,4049,4184,4226,3532,6314,5823
3768,mulan,902,371058.1658,2385739.926,1052,1024,738,1070,991,523,483,521,1008,1603,3338,3767,3777,4128,4256,4290,3608,6435,6574
3769,mulan,904,371109.1658,2385738.426,1077,1083,684,1075,1002,563,524,523,989,1582,3305,3640,3580,3932,4121,4069,3449,5893,5306
3770,mulan,916,371099.1658,2385732.926,1108,1024,630,1069,1010,540,461,540,1012,1619,3401,3649,3657,3950,4118,4153,3482,6083,5997
3771,mulan,920,371092.1658,2385731.426,1108,1024,630,1069,1010,540,461,540,1012,1619,3401,3649,3657,3950,4118,4153,3482,6083,5997
3772,mulan,927,371044.1658,2385728.926,1105,1046,733,1066,1011,531,507,536,957,1602,3350,3725,3765,4126,4196,4342,3566,6387,6513
3773,mulan,931,370896.6658,2385727.926,987,936,639,1020,951,536,479,511,1016,1618,3391,3663,3710,3952,4189,4189,3635,6558,6121
3774,mulan,943,370954.6658,2385720.426,1092,975,670,1107,1059,554,475,524,985,1594,3345,3488,3553,3845,4119,4345,3785,7171,6923
3775,mulan,949,371080.4343,2385716.702,1079,1003,652,1070,986,560,492,552,1054,1629,3431,3631,3624,3810,4017,4100,3467,6368,6688
3776,mulan,962,370899.1658,2385710.926,1231,1018,647,1051,919,512,462,507,1021,1652,3380,3581,3621,3863,4068,4047,3398,6082,6165
3777,mulan,965,371019.1658,2385710.426,1167,934,755,1096,1045,511,492,531,995,1631,3631,3823,3832,4171,4463,4394,3858,7426,7030
3778,mulan,966,371125.6658,2385709.926,1054,1007,700,1085,1081,810,765,791,1187,1625,3045,3132,3072,3163,3406,3452,2816,4642,5046
3779,mulan,968,371034.1658,2385709.426,1039,964,745,1067,944,534,469,522,1004,1540,3596,3803,3835,4159,4311,4405,3668,7067,6856
3780,mulan,970,371097.1658,2385708.926,956,1060,641,1078,1040,520,508,526,1030,1615,3290,3487,3439,3688,3852,3916,3351,6007,5722
3781,mulan,971,371067.6658,2385708.426,1036,970,703,1035,1013,535,497,528,957,1672,3413,3561,3525,3647,3952,4057,3493,6588,6612
3782,mulan,980,371267.1658,2385704.426,1062,1060,951,1149,1265,985,919,875,1225,1555,2860,3025,3015,3330,3458,3626,3576,6780,5339
3783,mulan,984,371010.1658,2385702.426,1043,1012,729,1064,1024,556,485,535,1001,1520,3543,3868,3789,4125,4328,4551,3835,7373,6877
3784,mulan,985,371126.3139,2385700.944,1030,1084,775,1125,1098,780,747,768,1174,1636,3026,3149,3035,3134,3381,3372,2824,4648,5111
3785,mulan,989,371293.6658,2385701.426,1173,1080,849,1148,1116,580,567,578,1046,1543,2971,3243,3156,3517,3660,3715,3228,5641,5584
3786,mulan,990,371034.6658,2385700.926,1069,951,684,1050,962,511,476,534,981,1653,3545,3813,3749,4052,4246,4355,3668,7230,7084
3787,mulan,993,371121.1658,2385699.926,1004,1002,751,1085,1017,632,571,613,1044,1674,3174,3351,3244,3383,3683,3650,3071,5131,5188
3788,mulan,994,371260.6658,2385699.033,1174,1186,1067,1202,1289,989,968,888,1202,1593,2842,2930,2909,3196,3406,3659,3586,6633,5311
3789,mulan,996,371047.6658,2385699.426,1071,993,645,1025,965,515,489,540,986,1584,3500,3755,3676,3967,4140,4206,3551,7130,7103
3790,mulan,997,371059.6658,2385699.426,1084,1018,662,1028,979,541,495,530,969,1579,3431,3574,3585,3829,4081,4031,3515,6749,6526
3791,mulan,1004,371490.3032,2385697.226,1107,1012,839,1029,1086,672,604,638,1024,1401,2665,2670,2676,2872,3041,3180,2797,4893,5276
3792,mulan,1005,371115.6658,2385696.926,1004,1002,751,1085,1017,632,571,613,1044,1674,3174,3351,3244,3383,3683,3650,3071,5131,5188
3793,mulan,1008,371026.1658,2385694.426,1085,945,719,1077,1001,489,469,534,953,1645,3522,3842,3821,4131,4375,4429,3757,7242,6842
3794,mulan,1009,371100.1658,2385694.426,959,1030,650,1086,1058,515,522,547,1014,1609,3202,3440,3381,3644,3761,3803,3371,6176,5497
3795,mulan,1014,371122.1658,2385691.426,1025,1086,776,1123,1066,745,741,724,1174,1602,2980,3142,2999,3146,3378,3365,2881,4804,5288
3796,mulan,1017,371116.6658,2385689.426,1070,915,739,1073,1036,641,587,638,1071,1631,3204,3330,3179,3309,3639,3586,3105,5285,5391
3797,mulan,1019,371102.1658,2385688.926,1073,970,733,1081,1011,549,529,490,988,1646,3178,3390,3279,3461,3669,3778,3276,5649,5418
3798,mulan,1027,371100.6658,2385682.426,1155,964,691,1087,1049,555,526,546,1027,1687,3188,3365,3320,3538,3761,3824,3317,5909,5496
3799,mulan,1028,371018.4622,2385682.773,1110,975,670,1035,972,547,490,510,954,1570,3587,3696,3889,4092,4302,4335,3743,7191,6702
3800,mulan,1030,371041.6658,2385681.426,1015,955,603,1061,967,509,479,481,989,1523,3474,3691,3642,3925,4162,4266,3673,6929,6907
3801,mulan,1032,371275.9226,2385680.996,1246,1089,929,1149,1163,679,598,606,1052,1566,3138,3379,3374,3715,3934,4122,3730,6302,5877
3802,mulan,1039,371106.2133,2385674.328,1130,1014,700,1108,1037,574,539,604,1022,1630,3152,3310,3256,3426,3663,3717,3236,5705,5474
3803,mulan,1047,371122.1658,2385673.926,1175,1111,730,1139,1068,784,794,764,1252,1582,2973,3129,2962,3176,3396,3402,2904,5045,5338
3804,mulan,1053,371115.6658,2385669.926,1053,1097,726,1126,1067,686,622,647,1127,1590,3091,3290,3116,3363,3604,3580,3160,5784,5518
3805,mulan,1054,371086.1658,2385669.426,958,904,700,1045,1038,559,522,512,1075,1653,3300,3471,3328,3627,3916,4021,3487,6105,5650
3806,mulan,1056,370876.2532,2385668.315,1088,943,617,996,956,511,492,535,1041,1511,3057,3210,3150,3472,3662,3812,3476,6506,6184
3807,mulan,1058,371104.1658,2385666.762,1039,1092,701,1115,1052,626,532,555,1080,1601,3133,3316,3239,3476,3664,3704,3244,5848,5530
3808,mulan,1061,371564.8032,2385667.226,1076,1070,708,1051,974,498,460,484,993,1630,3743,3905,3999,4202,4323,4437,3686,6770,6608
3809,mulan,1064,371281.6658,2385664.926,1200,1040,876,1151,1143,626,576,590,1050,1573,3247,3527,3545,3862,3993,4180,3616,6296,5949
3810,mulan,1066,371524.3032,2385663.726,1026,1016,744,1067,1047,534,519,551,1026,1549,3445,3642,3545,3846,3970,4174,3529,6471,6081
3811,mulan,1068,371116.6658,2385662.926,1065,1075,761,1122,1090,693,614,706,1111,1650,3037,3266,3110,3457,3634,3628,3289,5718,5618
3812,mulan,1070,371259.1658,2385662.926,1386,1187,976,1237,1250,741,652,597,1072,1622,3262,3455,3553,3912,4025,4249,3648,7053,6384
3813,mulan,1073,371026.1658,2385660.926,952,938,643,1068,974,554,495,508,986,1643,3393,3685,3612,3948,4068,4209,3729,6909,6576
3814,mulan,1076,371062.1658,2385658.926,1087,947,662,1037,1017,518,510,538,1014,1576,3331,3672,3483,3871,3928,4162,3708,6890,6732
3815,mulan,1082,371125.6658,2385655.426,1113,1018,763,1169,1137,890,809,833,1208,1681,2906,3123,2961,3317,3461,3453,3113,5414,5220
3816,mulan,1088,371118.6658,2385653.926,1065,1075,761,1122,1090,693,614,706,1111,1650,3037,3266,3110,3457,3634,3628,3289,5718,5618
3817,mulan,1094,371095.1658,2385652.426,1129,1034,720,1097,1032,587,526,527,1080,1695,3274,3495,3262,3677,3749,3800,3403,6473,6661
3818,mulan,1099,371261.1658,2385650.426,1416,1147,899,1218,1183,677,597,583,1110,1659,3424,3558,3625,4012,4106,4335,3609,7037,6562
3819,mulan,1100,371002.1658,2385649.426,1065,988,629,1040,933,536,473,504,929,1612,3492,3762,3675,4042,4162,4309,3775,7132,6363
3820,mulan,1101,371106.6658,2385649.426,1141,951,740,1104,1072,582,541,603,1109,1688,3184,3377,3195,3611,3690,3741,3339,6022,6452
3821,mulan,1105,371036.1658,2385648.926,950,981,654,1098,984,520,499,542,993,1614,3297,3653,3619,3968,4086,4160,3777,7110,6543
3822,mulan,1110,371703.8032,2385645.226,1086,987,663,1012,1010,532,424,509,1004,1512,3424,3699,3594,3936,4237,4449,3840,7247,6709
3823,mulan,1117,371119.1658,2385643.926,1140,1042,788,1124,1098,670,611,717,1167,1682,3063,3268,3102,3511,3652,3715,3333,5739,6078
3824,mulan,1123,371125.6658,2385640.926,1007,1066,722,1159,1116,806,759,750,1243,1716,3057,3183,2989,3409,3539,3634,3190,5414,5401
3825,mulan,1124,371241.6658,2385640.926,1252,1178,967,1118,1194,904,863,840,1165,1568,2948,3163,3165,3563,3744,3981,3490,6338,5093
